player_id,position,player_name,team,season,week,rookie,home,qb_id,touchdown,against,wp,report_status,yards_gained,rolling_yapg,rolling_rushing_yards,rolling_receiving_yards,rolling_rushing_touchdowns,rolling_receiving_touchdowns,player_id_drop,passing_tds,passing_yards,qb_rolling_passing_tds,qb_rolling_passing_yards,prev_rushing_yards,prev_receiving_yards,prev_rushing_touchdowns,prev_receiving_touchdowns,prev_red_zone,rolling_red_zone,played
00-0023459,QB,Aaron Rodgers,NYJ,2024,10,0,0,00-0023459,0,ARI,0.5238095238095238,Minor,207.0,241.0,-0.25,0.0,0.0,0.0,00-0023459,0.0,151.0,0.0,0.0,43.0,0.0,0.0,0.0,0.6056,0.375,1.0
00-0024243,TE,Marcedes Lewis,CHI,2024,10,0,1,00-0039918,0,NE,0.7647058823529411,Minor,142.0,400.0,0.0,2.0,0.0,0.0,00-0039918,0.0,120.0,0.0,217.0,0.0,2.0,0.0,0.0,0.46149999999999997,0.4545,
00-0026158,QB,Joe Flacco,IND,2024,10,0,1,00-0026158,0,BUF,0.3448275862068966,Healthy,361.0,373.0,0.0,0.0,0.0,0.0,00-0026158,2.0,272.0,0.0,0.0,25.0,0.0,0.0,0.0,0.5536,0.5455,1.0
00-0026300,QB,Josh Johnson,BAL,2024,10,0,1,00-0034796,0,CIN,0.7297297297297297,Healthy,391.0,217.0,2.0,0.0,0.0,0.0,00-0034796,4.0,290.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5167,0.8,
00-0026498,QB,Matthew Stafford,LA,2024,10,0,1,00-0026498,0,MIA,0.5867768595041323,Healthy,,327.0,-1.5,0.0,0.0,0.0,,,,0.0,0.0,-7.0,0.0,0.0,0.0,0.6167,0.4545,
00-0027973,QB,Andy Dalton,CAR,2024,10,0,1,00-0027973,0,NYG,0.29411764705882354,Healthy,306.0,358.0,12.0,0.0,0.0,0.0,,,,0.0,0.0,34.0,0.0,0.0,0.0,0.6102000000000001,0.3846,
00-0028118,QB,Tyrod Taylor,NYJ,2024,10,0,0,00-0023459,0,ARI,0.5238095238095238,Healthy,207.0,232.5,,,,,00-0023459,0.0,151.0,0.0,0.0,7.0,0.0,0.0,0.0,0.6056,0.375,
00-0029263,QB,Russell Wilson,PIT,2024,10,0,0,00-0029263,0,WAS,0.4504504504504504,Healthy,312.0,326.0,5.0,0.0,0.5,0.0,00-0029263,3.0,195.0,0.0,0.0,13.0,0.0,1.0,0.0,0.5667,0.6667000000000001,1.0
00-0029604,QB,Kirk Cousins,ATL,2024,10,0,0,00-0029604,0,NO,0.6153846153846154,Healthy,468.0,246.0,-0.25,0.0,0.0,0.0,00-0029604,0.0,306.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.5106,0.6667000000000001,1.0
00-0029892,RB,Kyle Juszczyk,SF,2024,10,0,0,00-0037834,0,TB,0.7058823529411764,Healthy,413.0,384.0,7.0,5.333333333333333,0.3333333333333333,0.0,00-0037834,2.0,353.0,1.0,260.0,21.0,93.0,1.0,0.0,0.45,0.75,
00-0030061,TE,Zach Ertz,WAS,2024,10,0,1,00-0032268,0,PIT,0.5495495495495496,Minor,242.0,394.0,0.0,47.5,0.0,0.25,,,,,,0.0,381.0,0.0,1.0,0.4717,0.5556,1.0
00-0030279,WR,Keenan Allen,CHI,2024,10,0,1,00-0039918,0,NE,0.7647058823529411,Healthy,142.0,335.5,0.0,37.25,0.0,0.5,00-0039918,0.0,120.0,0.0,192.75,0.0,241.0,0.0,2.0,0.46149999999999997,0.4545,1.0
00-0030431,WR,Robert Woods,HOU,2024,10,0,1,00-0039163,0,DET,0.3448275862068966,Healthy,248.0,413.0,0.0,31.0,0.0,0.0,00-0039163,1.0,232.0,0.0,191.0,0.0,91.0,0.0,0.0,0.6563,0.4167,1.0
00-0030506,TE,Travis Kelce,KC,2024,10,0,1,00-0033873,1,DEN,0.7916666666666666,Healthy,300.0,396.0,0.0,69.25,0.0,0.25,00-0033873,1.0,266.0,3.0,291.0,1.0,499.0,0.0,2.0,0.5763,0.5385,1.0
00-0030564,WR,DeAndre Hopkins,KC,2024,10,0,1,00-0033873,0,DEN,0.7916666666666666,Healthy,300.0,372.0,0.0,37.666666666666664,0.0,0.6666666666666666,00-0033873,1.0,266.0,2.5,284.75,0.0,344.0,0.0,3.0,0.5763,0.5385,1.0
00-0030578,RB,Cordarrelle Patterson,PIT,2024,10,0,0,00-0029263,0,WAS,0.4504504504504504,Minor,312.0,322.5,,,,,00-0029263,3.0,195.0,1.5,257.25,106.0,34.0,0.0,0.0,0.5667,0.6667000000000001,1.0
