player_id,position,player_name,team,season,week,rookie,home,qb_id,touchdown,against,wp,report_status,yards_gained,rolling_yapg,rolling_rushing_yards,rolling_receiving_yards,rolling_rushing_touchdowns,rolling_receiving_touchdowns,player_id_drop,passing_tds,passing_yards,qb_rolling_passing_tds,qb_rolling_passing_yards,prev_rushing_yards,prev_receiving_yards,prev_rushing_touchdowns,prev_receiving_touchdowns,prev_red_zone,rolling_red_zone,played
00-0023459,QB,Aaron Rodgers,NYJ,2024,8,0,0,00-0023459,0,NE,0.7101449275362319,Minor,336.0,366.0,6.5,0.0,0.0,0.0,00-0023459,2.0,233.0,0.0,0.0,44.0,0.0,0.0,0.0,0.46149999999999997,0.6923,1.0
00-0024243,TE,Marcedes Lewis,CHI,2024,8,0,0,00-0039918,0,WAS,0.4504504504504504,Minor,309.0,180.0,0.0,2.0,0.0,0.0,00-0039918,0.0,131.0,4.0,226.0,0.0,2.0,0.0,0.0,0.5667,0.7143,
00-0026158,QB,Joe Flacco,IND,2024,8,0,0,00-0026158,0,HOU,0.3076923076923077,Healthy,302.0,277.0,8.666666666666666,0.0,0.0,0.0,,,,0.0,0.0,26.0,0.0,0.0,0.0,0.5574,0.8,
00-0026300,QB,Josh Johnson,BAL,2024,8,0,0,00-0034796,0,CLE,0.75,Healthy,387.0,223.0,0.0,0.0,0.0,0.0,00-0034796,2.0,289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7111,0.6667000000000001,
00-0026498,QB,Matthew Stafford,LA,2024,8,0,1,00-0026498,0,MIN,0.43478260869565216,Healthy,386.0,391.0,-0.75,0.0,0.0,0.0,00-0026498,4.0,279.0,0.0,0.0,-7.0,0.0,0.0,0.0,0.54,0.8571,1.0
00-0028118,QB,Tyrod Taylor,NYJ,2024,8,0,0,00-0023459,0,NE,0.7101449275362319,Healthy,336.0,358.5,,,,,00-0023459,2.0,233.0,0.0,0.0,7.0,0.0,0.0,0.0,0.46149999999999997,0.6923,
00-0029263,QB,Russell Wilson,PIT,2024,8,0,1,00-0029263,0,NYG,0.7297297297297297,Healthy,426.0,339.0,3.0,0.0,1.0,0.0,00-0029263,1.0,278.0,0.0,0.0,10.0,0.0,1.0,0.0,0.6102000000000001,0.375,1.0
00-0029604,QB,Kirk Cousins,ATL,2024,8,0,0,00-0029604,0,TB,0.504950495049505,Healthy,394.0,508.0,-1.5,0.0,0.0,0.0,00-0029604,4.0,276.0,0.0,0.0,8.0,0.0,0.0,0.0,0.45,0.7,1.0
00-0029892,RB,Kyle Juszczyk,SF,2024,8,0,1,00-0037834,0,DAL,0.7041420118343196,Healthy,469.0,492.0,6.666666666666667,7.333333333333333,0.3333333333333333,0.0,00-0037834,1.0,260.0,0.0,212.0,21.0,93.0,1.0,0.0,0.5962,0.7273000000000001,1.0
00-0030061,TE,Zach Ertz,WAS,2024,8,0,1,00-0039910,0,CHI,0.5495495495495496,Minor,481.0,278.0,0.0,35.0,0.0,0.25,00-0039910,1.0,326.0,0.0,6.0,0.0,345.0,0.0,1.0,0.6889,0.25,1.0
00-0030279,WR,Keenan Allen,CHI,2024,8,0,0,00-0039918,0,WAS,0.4504504504504504,Healthy,309.0,212.25,0.0,31.0,0.0,0.6666666666666666,00-0039918,0.0,131.0,3.0,202.25,0.0,161.0,0.0,2.0,0.5667,0.7143,1.0
00-0030431,WR,Robert Woods,HOU,2024,8,0,1,00-0039163,0,IND,0.6923076923076923,Minor,363.0,337.0,0.0,10.0,0.0,0.0,00-0039163,1.0,285.0,0.0,86.0,0.0,46.0,0.0,0.0,0.5577000000000001,0.4545,1.0
00-0030506,TE,Travis Kelce,KC,2024,8,0,0,00-0033873,1,LV,0.7727272727272727,Healthy,334.0,259.0,0.0,51.5,0.0,0.0,00-0033873,2.0,262.0,0.0,154.0,1.0,335.0,0.0,1.0,0.625,0.6364,1.0
00-0030564,WR,DeAndre Hopkins,KC,2024,8,0,0,00-0033873,0,LV,0.7727272727272727,Minor,334.0,277.75,0.0,34.0,0.0,0.3333333333333333,00-0033873,2.0,262.0,0.5,181.0,0.0,202.0,0.0,1.0,0.625,0.6364,1.0
00-0030565,QB,Geno Smith,SEA,2024,8,0,1,00-0030565,0,BUF,0.4132231404958678,Healthy,233.0,289.0,31.25,0.0,0.0,0.0,00-0030565,0.0,212.0,0.0,0.0,177.0,0.0,1.0,0.0,0.5536,0.3,1.0
00-0031235,WR,Odell Beckham Jr.,MIA,2024,8,0,1,00-0034177,0,ARI,0.6644295302013423,Healthy,377.0,395.0,0.0,0.0,0.0,0.0,,,,0.0,74.0,0.0,0.0,0.0,0.0,0.6056,0.5556,
00-0031345,QB,Jimmy Garoppolo,LA,2024,8,0,1,00-0026498,0,MIN,0.43478260869565216,Healthy,386.0,389.75,,,,,00-0026498,4.0,279.0,0.0,0.0,,,,,0.54,0.8571,
00-0031381,WR,Davante Adams,NYJ,2024,8,0,0,00-0023459,0,NE,0.7101449275362319,Healthy,336.0,351.0,0.0,30.0,0.0,0.0,00-0023459,2.0,233.0,1.5,254.5,0.0,293.0,0.0,1.0,0.46149999999999997,0.6923,1.0
00-0031428,WR,Allen Robinson,DET,2024,8,0,1,00-0033106,0,TEN,0.8888888888888888,Healthy,225.0,389.0,0.0,0.0,0.0,0.0,00-0033106,3.0,85.0,2.0,280.0,0.0,0.0,0.0,0.0,0.377,0.7143,1.0
