player_id,position,player_name,team,season,week,rookie,home,qb_id,touchdown,against,wp,report_status,yards_gained,rolling_yapg,rolling_rushing_yards,rolling_receiving_yards,rolling_rushing_touchdowns,rolling_receiving_touchdowns,player_id_drop,passing_tds,passing_yards,qb_rolling_passing_tds,qb_rolling_passing_yards,prev_rushing_yards,prev_receiving_yards,prev_rushing_touchdowns,prev_receiving_touchdowns,prev_red_zone,rolling_red_zone,played
00-0023459,QB,Aaron Rodgers,NYJ,2024,9,0,1,00-0023459,0,HOU,0.5967741935483871,Minor,293.0,303.0,0.0,0.0,0.0,0.0,00-0023459,3.0,211.0,0.0,0.0,43.0,0.0,0.0,0.0,0.5574,0.7143,1.0
00-0024243,TE,Marcedes Lewis,CHI,2024,9,0,0,00-0039918,0,ARI,0.4545454545454546,Minor,241.0,377.0,0.0,2.0,0.0,0.0,00-0039918,0.0,217.0,0.0,131.0,0.0,2.0,0.0,0.0,0.6056,0.5,
00-0026158,QB,Joe Flacco,IND,2024,9,0,0,00-0026158,0,MIN,0.25125628140703515,Healthy,227.0,386.0,11.5,0.0,0.0,0.0,00-0026158,0.0,179.0,0.0,0.0,25.0,0.0,0.0,0.0,0.54,1.0,1.0
00-0026300,QB,Josh Johnson,BAL,2024,9,0,1,00-0034796,0,DEN,0.8148148148148148,Healthy,396.0,284.0,,,,,00-0034796,3.0,280.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5763,0.6364,1.0
00-0026498,QB,Matthew Stafford,LA,2024,9,0,0,00-0026498,0,SEA,0.5121951219512195,Healthy,366.0,445.0,-1.75,0.0,0.0,0.0,00-0026498,2.0,298.0,0.0,0.0,-7.0,0.0,0.0,0.0,0.6071,0.6364,1.0
00-0027973,QB,Andy Dalton,CAR,2024,9,0,1,00-0039150,0,NO,0.26666666666666666,Minor,246.0,378.0,9.0,0.0,0.0,0.0,00-0039150,1.0,171.0,0.0,0.0,34.0,0.0,0.0,0.0,0.5106,0.7778,
00-0028118,QB,Tyrod Taylor,NYJ,2024,9,0,1,00-0023459,0,HOU,0.5967741935483871,Healthy,293.0,300.5,,,,,00-0023459,3.0,211.0,0.0,0.0,7.0,0.0,0.0,0.0,0.5574,0.7143,
00-0029604,QB,Kirk Cousins,ATL,2024,9,0,1,00-0029604,0,DAL,0.6240601503759399,Healthy,310.0,469.0,2.5,0.0,0.0,0.0,00-0029604,3.0,222.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.5962,0.75,1.0
00-0030061,TE,Zach Ertz,WAS,2024,9,0,0,00-0032268,0,NYG,0.6428571428571428,Minor,358.0,426.0,0.0,48.75,0.0,0.25,,,,1.0,167.0,,,,,0.6102000000000001,0.46149999999999997,1.0
00-0030279,WR,Keenan Allen,CHI,2024,9,0,0,00-0039918,0,ARI,0.4545454545454546,Healthy,241.0,343.0,0.0,33.0,0.0,0.5,00-0039918,0.0,217.0,0.0,152.5,0.0,197.0,0.0,2.0,0.6056,0.5,1.0
00-0030431,WR,Robert Woods,HOU,2024,9,0,0,00-0039163,0,NYJ,0.4032258064516129,Healthy,322.0,250.0,0.0,18.0,0.0,0.0,00-0039163,0.0,191.0,1.0,285.0,0.0,90.0,0.0,0.0,0.48979999999999996,0.5714,1.0
00-0030506,TE,Travis Kelce,KC,2024,9,0,1,00-0033873,0,TB,0.8095238095238095,Healthy,,394.0,0.0,66.5,0.0,0.25,,,,2.0,262.0,1.0,335.0,0.0,1.0,0.45,0.7,
00-0030564,WR,DeAndre Hopkins,KC,2024,9,0,1,00-0033873,0,TB,0.8095238095238095,Healthy,,394.0,0.0,19.333333333333332,0.0,0.0,,,,2.0,262.0,0.0,202.0,0.0,1.0,0.45,0.7,
