player_id,position,player_name,team,season,week,rookie,home,qb_id,touchdown,against,wp,report_status,yards_gained,rolling_yapg,rolling_rushing_yards,rolling_receiving_yards,rolling_rushing_touchdowns,rolling_receiving_touchdowns,player_id_drop,passing_tds,passing_yards,qb_rolling_passing_tds,qb_rolling_passing_yards,prev_rushing_yards,prev_receiving_yards,prev_rushing_touchdowns,prev_receiving_touchdowns,prev_red_zone,rolling_red_zone,played
00-0023459,QB,Aaron Rodgers,NYJ,2024,15,0,0,00-0023459,0,JAX,0.5833333333333333,Healthy,,272.0,3.25,0.0,0.0,0.0,,,,0.0,0.0,56.0,0.0,0.0,0.0,0.5577000000000001,0.6,
00-0024243,TE,Marcedes Lewis,CHI,2024,15,0,0,00-0039918,0,MIN,0.24691358024691357,Healthy,,498.0,,,,,,,,2.0,134.0,0.0,2.0,0.0,0.0,0.54,0.4286,
00-0026158,QB,Joe Flacco,IND,2024,15,0,0,00-0039164,0,DEN,0.3571428571428571,Healthy,,554.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,25.0,0.0,0.0,0.0,0.5763,0.4,
00-0026300,QB,Josh Johnson,BAL,2024,15,0,0,00-0034796,0,NYG,0.8823529411764706,Healthy,,292.0,,,,,,,,0.0,0.0,2.0,0.0,0.0,0.0,0.6102000000000001,0.7273000000000001,
00-0026498,QB,Matthew Stafford,LA,2024,15,0,0,00-0026498,0,SF,0.4032258064516129,Healthy,,162.0,4.5,0.0,0.0,0.0,,,,0.0,0.0,11.0,0.0,0.0,0.0,0.5254,1.0,
00-0027973,QB,Andy Dalton,CAR,2024,15,0,1,00-0039150,0,DAL,0.5967741935483871,Healthy,,433.0,,,,,,,,0.0,0.0,34.0,0.0,0.0,0.0,0.5962,0.75,
00-0028118,QB,Tyrod Taylor,NYJ,2024,15,0,0,00-0023459,0,JAX,0.5833333333333333,Healthy,,272.0,,,,,,,,0.0,0.0,7.0,0.0,0.0,0.0,0.5577000000000001,0.6,
00-0029263,QB,Russell Wilson,PIT,2024,15,0,0,00-0029263,0,PHI,0.2857142857142857,Healthy,,302.0,7.75,0.0,0.0,0.0,,,,0.0,0.0,44.0,0.0,1.0,0.0,0.65,0.5455,
00-0029604,QB,Kirk Cousins,ATL,2024,15,0,0,00-0029604,0,LV,0.6296296296296297,Healthy,,420.0,0.75,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.5,
00-0029892,RB,Kyle Juszczyk,SF,2024,15,0,1,00-0037834,0,LA,0.5967741935483871,Healthy,,445.0,-0.25,7.25,0.0,0.0,,,,2.0,325.0,20.0,122.0,1.0,0.0,0.5686,0.5,
00-0030035,WR,Adam Thielen,CAR,2024,15,0,1,00-0039150,0,DAL,0.5967741935483871,Healthy,,433.0,0.0,86.0,0.0,0.3333333333333333,,,,1.0,171.0,0.0,367.0,0.0,2.0,0.5962,0.75,
00-0030061,TE,Zach Ertz,WAS,2024,15,0,0,00-0039910,0,NO,0.7222222222222222,Healthy,,327.0,0.0,37.75,0.0,0.75,,,,1.0,326.0,0.0,501.0,0.0,4.0,0.5106,0.5714,
00-0030279,WR,Keenan Allen,CHI,2024,15,0,0,00-0039918,0,MIN,0.24691358024691357,Healthy,,498.0,0.0,57.5,0.0,0.75,,,,2.0,134.0,0.0,471.0,0.0,5.0,0.54,0.4286,
00-0030431,WR,Robert Woods,HOU,2024,15,0,1,00-0039163,0,MIA,0.5867768595041323,Healthy,,402.0,0.0,5.5,0.0,0.0,,,,1.0,242.0,0.0,112.0,0.0,0.0,0.6167,0.5,
00-0030506,TE,Travis Kelce,KC,2024,15,0,0,00-0033873,0,CLE,0.6296296296296297,Healthy,,267.0,0.0,45.75,0.0,0.0,,,,1.0,210.0,1.0,682.0,0.0,2.0,0.7111,0.5,
00-0030564,WR,DeAndre Hopkins,KC,2024,15,0,0,00-0033873,0,CLE,0.6296296296296297,Healthy,,267.0,0.0,46.5,0.0,0.5,,,,1.0,210.0,0.0,530.0,0.0,5.0,0.7111,0.5,
00-0030565,QB,Geno Smith,SEA,2024,15,0,1,00-0030565,0,GB,0.4672897196261682,Healthy,,391.0,8.25,0.0,0.25,0.0,,,,0.0,0.0,226.0,0.0,2.0,0.0,0.5397,0.7,
00-0030578,RB,Cordarrelle Patterson,PIT,2024,15,0,0,00-0029263,0,PHI,0.2857142857142857,Healthy,,302.0,4.25,8.75,0.0,0.0,,,,2.0,158.0,123.0,69.0,0.0,0.0,0.65,0.5455,
00-0031235,WR,Odell Beckham Jr.,MIA,2024,15,0,0,00-0036212,0,HOU,0.4132231404958677,Healthy,,375.0,0.0,5.75,0.0,0.0,,,,2.0,331.0,0.0,55.0,0.0,0.0,0.5574,0.5,
00-0031236,WR,Brandin Cooks,DAL,2024,15,0,0,00-0033662,0,CAR,0.4032258064516129,Healthy,,294.0,0.0,9.5,0.0,1.0,,,,2.0,183.0,2.0,110.0,0.0,3.0,0.6315999999999999,0.5385,
00-0031280,QB,Derek Carr,NO,2024,15,0,1,00-0039376,0,WAS,0.2777777777777778,Healthy,,245.0,12.25,0.0,0.0,0.0,,,,0.0,0.0,71.0,0.0,1.0,0.0,0.5667,0.5,
00-0031345,QB,Jimmy Garoppolo,LA,2024,15,0,0,00-0026498,0,SF,0.4032258064516129,Healthy,,162.0,,,,,,,,0.0,0.0,,,,,0.5254,1.0,
00-0031381,WR,Davante Adams,NYJ,2024,15,0,0,00-0023459,0,JAX,0.5833333333333333,Healthy,,272.0,0.0,69.5,0.0,0.5,,,,1.0,339.0,0.0,662.0,0.0,4.0,0.5577000000000001,0.6,
00-0031408,WR,Mike Evans,TB,2024,15,0,0,00-0034855,0,LAC,0.4032258064516129,Healthy,,298.0,0.0,85.0,0.0,0.3333333333333333,,,,3.0,295.0,0.0,590.0,0.0,7.0,0.5294,0.44439999999999996,
00-0031428,WR,Allen Robinson,DET,2024,15,0,1,00-0033106,0,BUF,0.5867768595041323,Healthy,,457.0,0.0,7.0,0.0,0.0,,,,3.0,283.0,0.0,9.0,0.0,0.0,0.5536,0.75,
00-0031484,TE,Chris Manhertz,NYG,2024,15,0,1,00-0038476,0,BAL,0.11764705882352941,Healthy,,252.0,,,,,,,,,,0.0,2.0,0.0,1.0,0.42310000000000003,0.44439999999999996,
00-0031503,QB,Jameis Winston,CLE,2024,15,0,1,00-0031503,0,KC,0.37037037037037035,Healthy,,288.0,13.5,0.0,0.25,0.0,,,,0.0,0.0,85.0,0.0,1.0,0.0,0.5088,0.4,
00-0031544,WR,Amari Cooper,BUF,2024,15,0,0,00-0034857,0,DET,0.4132231404958677,Healthy,,298.0,0.0,54.0,0.0,0.0,,,,3.0,342.0,0.0,481.0,0.0,3.0,0.6563,0.625,
00-0031549,WR,Nelson Agholor,BAL,2024,15,0,0,00-0034796,0,NYG,0.8823529411764706,Healthy,,292.0,0.0,2.0,0.0,0.3333333333333333,,,,2.0,237.0,0.0,205.0,0.0,2.0,0.6102000000000001,0.7273000000000001,
00-0031585,TE,MyCole Pruitt,PIT,2024,15,0,0,00-0029263,0,PHI,0.2857142857142857,Healthy,,302.0,0.0,10.0,0.0,0.0,,,,2.0,158.0,0.0,39.0,0.0,0.0,0.65,0.5455,
00-0031595,RB,Michael Burton,DEN,2024,15,0,1,00-0039732,0,IND,0.6428571428571429,Healthy,,424.0,2.0,2.0,0.3333333333333333,0.0,,,,1.0,294.0,5.0,46.0,1.0,0.0,0.5577000000000001,0.5385,
