player_id,position,player_name,team,season,week,rookie,home,qb_id,touchdown,against,wp,report_status,yards_gained,rolling_yapg,rolling_rushing_yards,rolling_receiving_yards,rolling_rushing_touchdowns,rolling_receiving_touchdowns,player_id_drop,passing_tds,passing_yards,qb_rolling_passing_tds,qb_rolling_passing_yards,prev_rushing_yards,prev_receiving_yards,prev_rushing_touchdowns,prev_receiving_touchdowns,prev_red_zone,rolling_red_zone,played
00-0023459,QB,Aaron Rodgers,NYJ,2024,13,0,1,00-0023459,0,SEA,0.4672897196261682,Healthy,,298.0,1.5,0.0,0.0,0.0,,,,0.0,0.0,50.0,0.0,0.0,0.0,0.6071,0.375,
00-0024243,TE,Marcedes Lewis,CHI,2024,13,0,0,00-0039918,0,DET,0.18518518518518523,Healthy,,268.0,,,,,,,,2.0,340.0,0.0,2.0,0.0,0.0,0.6563,0.2857,
00-0026158,QB,Joe Flacco,IND,2024,13,0,0,00-0026158,0,NE,0.5454545454545454,Healthy,,373.0,-0.5,0.0,0.0,0.0,,,,0.0,0.0,25.0,0.0,0.0,0.0,0.46149999999999997,0.6667000000000001,
00-0026300,QB,Josh Johnson,BAL,2024,13,0,1,00-0034796,0,PHI,0.6078431372549019,Healthy,,290.0,2.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,0.0,0.65,0.5,
00-0026498,QB,Matthew Stafford,LA,2024,13,0,0,00-0026498,0,NO,0.5535714285714286,Healthy,,445.0,3.75,0.0,0.0,0.0,,,,0.0,0.0,8.0,0.0,0.0,0.0,0.5106,0.5714,
00-0027973,QB,Andy Dalton,CAR,2024,13,0,1,00-0027973,0,TB,0.3333333333333333,Healthy,,245.0,,,,,,,,0.0,0.0,34.0,0.0,0.0,0.0,0.45,0.6,
00-0028118,QB,Tyrod Taylor,NYJ,2024,13,0,1,00-0023459,0,SEA,0.4672897196261682,Healthy,,298.0,,,,,,,,0.0,0.0,7.0,0.0,0.0,0.0,0.6071,0.375,
00-0029263,QB,Russell Wilson,PIT,2024,13,0,0,00-0029263,0,CIN,0.38167938931297707,Healthy,,435.0,5.25,0.0,0.0,0.0,,,,0.0,0.0,24.0,0.0,1.0,0.0,0.5167,0.8571,
00-0029604,QB,Kirk Cousins,ATL,2024,13,0,1,00-0029604,0,LAC,0.4878048780487805,Healthy,,389.0,1.25,0.0,0.0,0.0,,,,0.0,0.0,-3.0,0.0,0.0,0.0,0.5294,0.5556,
00-0029892,RB,Kyle Juszczyk,SF,2024,13,0,0,00-0037834,0,BUF,0.24390243902439024,Healthy,,259.0,0.3333333333333333,10.666666666666666,0.0,0.0,,,,1.0,159.0,21.0,119.0,1.0,0.0,0.5536,0.7273000000000001,
00-0030035,WR,Adam Thielen,CAR,2024,13,0,1,00-0027973,0,TB,0.3333333333333333,Healthy,,245.0,0.0,57.0,0.0,0.0,,,,,,0.0,166.0,0.0,1.0,0.45,0.6,
00-0030061,TE,Zach Ertz,WAS,2024,13,0,1,00-0032268,0,TEN,0.7101449275362319,Healthy,,260.0,0.0,30.25,0.0,0.5,,,,,,0.0,466.0,0.0,3.0,0.377,0.6364,
00-0030279,WR,Keenan Allen,CHI,2024,13,0,0,00-0039918,0,DET,0.18518518518518523,Healthy,,268.0,0.0,51.75,0.0,0.25,,,,2.0,340.0,0.0,368.0,0.0,3.0,0.6563,0.2857,
00-0030431,WR,Robert Woods,HOU,2024,13,0,0,00-0039163,0,JAX,0.6062992125984252,Healthy,,645.0,0.0,16.5,0.0,0.0,,,,2.0,247.0,0.0,112.0,0.0,0.0,0.5577000000000001,0.5714,
00-0030506,TE,Travis Kelce,KC,2024,13,0,1,00-0033873,0,LV,0.875,Healthy,,325.0,0.0,58.5,0.0,0.25,,,,3.0,269.0,1.0,569.0,0.0,2.0,0.625,0.6923,
00-0030564,WR,DeAndre Hopkins,KC,2024,13,0,1,00-0033873,0,LV,0.875,Healthy,,325.0,0.0,51.5,0.0,0.75,,,,3.0,269.0,0.0,408.0,0.0,4.0,0.625,0.6923,
00-0030565,QB,Geno Smith,SEA,2024,13,0,0,00-0030565,0,NYJ,0.5327102803738317,Healthy,,332.0,15.75,0.0,0.25,0.0,,,,0.0,0.0,224.0,0.0,2.0,0.0,0.48979999999999996,0.6154,
00-0030578,RB,Cordarrelle Patterson,PIT,2024,13,0,0,00-0029263,0,CIN,0.38167938931297707,Healthy,,435.0,4.0,0.0,0.0,0.0,,,,1.0,270.0,104.0,34.0,0.0,0.0,0.5167,0.8571,
00-0031235,WR,Odell Beckham Jr.,MIA,2024,13,0,0,00-0036212,0,GB,0.37037037037037035,Healthy,,241.0,0.0,11.25,0.0,0.0,,,,4.0,317.0,0.0,45.0,0.0,0.0,0.5397,0.5714,
00-0031280,QB,Derek Carr,NO,2024,13,0,1,00-0031280,0,LA,0.44642857142857145,Healthy,,481.0,8.333333333333334,0.0,0.0,0.0,,,,0.0,0.0,47.0,0.0,1.0,0.0,0.5686,0.46149999999999997,
00-0031345,QB,Jimmy Garoppolo,LA,2024,13,0,0,00-0026498,0,NO,0.5535714285714286,Healthy,,445.0,,,,,,,,0.0,0.0,,,,,0.5106,0.5714,
00-0031381,WR,Davante Adams,NYJ,2024,13,0,1,00-0023459,0,SEA,0.4672897196261682,Healthy,,298.0,0.0,62.0,0.0,0.25,,,,2.0,184.0,0.0,487.0,0.0,2.0,0.6071,0.375,
00-0031408,WR,Mike Evans,TB,2024,13,0,0,00-0034855,0,CAR,0.6666666666666667,Healthy,,391.0,0.0,68.0,0.0,0.0,,,,0.0,294.0,0.0,403.0,0.0,6.0,0.6315999999999999,0.4167,
00-0031428,WR,Allen Robinson,DET,2024,13,0,1,00-0033106,0,CHI,0.8148148148148148,Healthy,,452.0,0.0,4.5,0.0,0.0,,,,0.0,269.0,0.0,9.0,0.0,0.0,0.6889,0.4118,
00-0031484,TE,Chris Manhertz,NYG,2024,13,0,0,00-0038476,0,DAL,0.37037037037037035,Healthy,,414.0,0.0,1.0,0.0,0.5,,,,0.0,189.0,0.0,2.0,0.0,1.0,0.5962,0.7273000000000001,
00-0031503,QB,Jameis Winston,CLE,2024,13,0,0,00-0031503,0,DEN,0.303030303030303,Healthy,,369.0,11.0,0.0,0.25,0.0,,,,0.0,0.0,46.0,0.0,1.0,0.0,0.5763,0.2,
00-0031544,WR,Amari Cooper,BUF,2024,13,0,1,00-0034857,0,SF,0.7560975609756098,Healthy,,325.0,0.0,29.0,0.0,0.0,,,,1.0,262.0,0.0,374.0,0.0,3.0,0.5254,0.8181999999999999,
00-0031549,WR,Nelson Agholor,BAL,2024,13,0,1,00-0034796,0,PHI,0.6078431372549019,Healthy,,290.0,0.0,11.666666666666666,0.0,0.3333333333333333,,,,2.0,177.0,0.0,205.0,0.0,2.0,0.65,0.5,
00-0031585,TE,MyCole Pruitt,PIT,2024,13,0,0,00-0029263,0,CIN,0.38167938931297707,Healthy,,435.0,0.0,5.0,0.0,0.0,,,,1.0,270.0,0.0,19.0,0.0,0.0,0.5167,0.8571,
00-0031595,RB,Michael Burton,DEN,2024,13,0,1,00-0039732,0,CLE,0.696969696969697,Healthy,,368.0,1.3333333333333333,2.0,0.0,0.0,,,,2.0,273.0,4.0,46.0,0.0,0.0,0.7111,0.75,
00-0031687,RB,Raheem Mostert,MIA,2024,13,0,0,00-0036212,0,GB,0.37037037037037035,Healthy,,241.0,14.75,15.75,0.0,0.0,,,,4.0,317.0,217.0,102.0,2.0,0.0,0.5397,0.5714,
00-0031763,WR,DeAndre Carter,CHI,2024,13,0,0,00-0039918,0,DET,0.18518518518518523,Healthy,,268.0,0.0,5.0,0.0,0.0,,,,2.0,340.0,0.0,72.0,0.0,0.0,0.6563,0.2857,
00-0031800,QB,Taylor Heinicke,LAC,2024,13,0,0,00-0036355,0,ATL,0.5121951219512195,Healthy,,400.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.45280000000000004,0.7,
00-0032104,RB,Ameer Abdullah,LV,2024,13,0,0,00-0035289,0,KC,0.125,Healthy,,336.0,10.75,19.0,0.0,0.5,,,,1.0,230.0,110.0,113.0,1.0,2.0,0.5088,0.5,
00-0032128,WR,Chris Conley,SF,2024,13,0,0,00-0037834,0,BUF,0.24390243902439024,Healthy,,259.0,0.0,0.0,0.0,0.0,,,,1.0,159.0,0.0,4.0,0.0,0.0,0.5536,0.7273000000000001,
00-0032141,TE,Geoff Swaim,CLE,2024,13,0,0,00-0031503,0,DEN,0.303030303030303,Healthy,,369.0,0.0,7.0,0.0,0.0,,,,0.0,219.0,0.0,7.0,0.0,0.0,0.5763,0.2,
00-0032211,WR,Tyler Lockett,SEA,2024,13,0,0,00-0030565,0,NYJ,0.5327102803738317,Healthy,,332.0,0.0,27.75,0.0,0.25,,,,1.0,254.0,0.0,495.0,0.0,2.0,0.48979999999999996,0.6154,
00-0032268,QB,Marcus Mariota,WAS,2024,13,0,1,00-0032268,0,TEN,0.7101449275362319,Healthy,,260.0,,,,,,,,0.0,0.0,36.0,0.0,0.0,0.0,0.377,0.6364,
00-0032385,WR,Sterling Shepard,TB,2024,13,0,0,00-0034855,0,CAR,0.6666666666666667,Healthy,,391.0,6.0,22.25,0.0,0.0,,,,0.0,294.0,55.0,182.0,0.0,1.0,0.6315999999999999,0.4167,
00-0032392,TE,Austin Hooper,NE,2024,13,0,1,00-0039851,0,IND,0.45454545454545453,Healthy,,390.0,0.0,41.5,0.0,0.25,,,,1.0,222.0,0.0,295.0,0.0,2.0,0.5577000000000001,0.6364,
00-0032394,TE,Nick Vannett,TEN,2024,13,0,0,00-0034771,0,WAS,0.28985507246376807,Healthy,,332.0,0.0,13.0,0.0,0.3333333333333333,,,,,,0.0,84.0,0.0,2.0,0.5667,0.6,
00-0032434,QB,Brandon Allen,SF,2024,13,0,0,00-0037834,0,BUF,0.24390243902439024,Healthy,,259.0,5.0,0.0,0.0,0.0,,,,0.0,0.0,4.0,0.0,0.0,0.0,0.5536,0.7273000000000001,
00-0032436,QB,Jeff Driskel,WAS,2024,13,0,1,00-0032268,0,TEN,0.7101449275362319,Healthy,,260.0,,,,,,,,0.0,0.0,,,,,0.377,0.6364,
00-0032464,WR,Kalif Raymond,DET,2024,13,0,1,00-0033106,0,CHI,0.8148148148148148,Minor,,452.0,-4.0,14.0,0.0,0.0,,,,0.0,269.0,0.0,204.0,0.0,2.0,0.6889,0.4118,
00-0032764,RB,Derrick Henry,BAL,2024,13,0,1,00-0034796,0,PHI,0.6078431372549019,Healthy,,290.0,94.75,7.5,1.0,0.0,,,,2.0,177.0,1325.0,96.0,13.0,2.0,0.65,0.5,
00-0032775,WR,Demarcus Robinson,LA,2024,13,0,0,00-0026498,0,NO,0.5535714285714286,Healthy,,445.0,0.0,37.75,0.0,0.75,,,,2.0,243.0,0.0,384.0,0.0,6.0,0.5106,0.5714,
00-0032918,RB,C.J. Ham,MIN,2024,13,0,1,00-0034869,0,ARI,0.6428571428571429,Healthy,,285.0,0.0,0.0,0.0,0.0,,,,2.0,330.0,10.0,11.0,1.0,0.0,0.6056,0.16670000000000001,
00-0032950,QB,Carson Wentz,KC,2024,13,0,1,00-0033873,0,LV,0.875,Healthy,,325.0,,,,,,,,0.0,0.0,,,,,0.625,0.6923,
00-0033009,WR,Tyler Boyd,TEN,2024,13,0,0,00-0034771,0,WAS,0.28985507246376807,Healthy,,332.0,1.0,29.666666666666668,0.0,0.0,,,,,,3.0,273.0,0.0,0.0,0.5667,0.6,
00-0033040,WR,Tyreek Hill,MIA,2024,13,0,0,00-0036212,0,GB,0.37037037037037035,Minor,,241.0,2.75,51.25,0.0,0.5,,,,4.0,317.0,47.0,571.0,0.0,3.0,0.5397,0.5714,
00-0033045,RB,Ezekiel Elliott,DAL,2024,13,0,1,00-0033662,0,NYG,0.6296296296296297,Healthy,,450.0,12.0,5.333333333333333,0.0,0.0,,,,2.0,247.0,185.0,56.0,2.0,0.0,0.6102000000000001,0.6429,
00-0033090,TE,Hunter Henry,NE,2024,13,0,1,00-0039851,0,IND,0.45454545454545453,Healthy,,390.0,0.0,44.25,0.0,0.0,,,,1.0,222.0,0.0,535.0,0.0,1.0,0.5577000000000001,0.6364,
00-0033106,QB,Jared Goff,DET,2024,13,0,1,00-0033106,0,CHI,0.8148148148148148,Healthy,,452.0,5.25,0.0,0.0,0.0,,,,0.0,0.0,39.0,7.0,0.0,1.0,0.6889,0.4118,
00-0033119,QB,Jacoby Brissett,NE,2024,13,0,1,00-0039851,0,IND,0.45454545454545453,Healthy,,390.0,,,,,,,,0.0,0.0,62.0,0.0,0.0,0.0,0.5577000000000001,0.6364,
00-0033217,TE,Mo Alie-Cox,IND,2024,13,0,0,00-0026158,0,NE,0.5454545454545454,Healthy,,373.0,0.0,17.0,0.0,0.0,,,,,,0.0,117.0,0.0,1.0,0.46149999999999997,0.6667000000000001,
00-0033246,TE,Johnny Mundt,MIN,2024,13,0,1,00-0034869,0,ARI,0.6428571428571429,Healthy,,285.0,0.0,6.666666666666667,0.0,0.0,,,,2.0,330.0,0.0,113.0,0.0,1.0,0.6056,0.16670000000000001,
00-0033251,WR,Zach Pascal,ARI,2024,13,0,0,00-0035228,0,MIN,0.3571428571428571,Healthy,,400.0,,,,,,,,0.0,285.0,,,,,0.54,0.8,
00-0033280,RB,Christian McCaffrey,SF,2024,13,0,0,00-0037834,0,BUF,0.24390243902439024,Healthy,,259.0,49.666666666666664,44.0,0.0,0.0,,,,1.0,159.0,149.0,132.0,0.0,0.0,0.5536,0.7273000000000001,
00-0033282,WR,Curtis Samuel,BUF,2024,13,0,1,00-0034857,0,SF,0.7560975609756098,Healthy,,325.0,0.0,31.0,0.0,0.3333333333333333,,,,1.0,262.0,6.0,185.0,0.0,1.0,0.5254,0.8181999999999999,
00-0033288,TE,George Kittle,SF,2024,13,0,0,00-0037834,0,BUF,0.24390243902439024,Healthy,,,0.0,89.0,0.0,1.0,,,,,,0.0,642.0,0.0,8.0,0.5536,0.7273000000000001,
00-0033293,RB,Aaron Jones,MIN,2024,13,0,1,00-0034869,0,ARI,0.6428571428571429,Healthy,,285.0,74.25,14.5,0.25,0.0,,,,2.0,330.0,798.0,285.0,3.0,1.0,0.6056,0.16670000000000001,
