player_id,position,player_name,team,season,week,rookie,home,qb_id,touchdown,against,wp,report_status,yards_gained,rolling_yapg,rolling_rushing_yards,rolling_receiving_yards,rolling_rushing_touchdowns,rolling_receiving_touchdowns,player_id_drop,passing_tds,passing_yards,qb_rolling_passing_tds,qb_rolling_passing_yards,prev_rushing_yards,prev_receiving_yards,prev_rushing_touchdowns,prev_receiving_touchdowns,prev_red_zone,rolling_red_zone,played
00-0023459,QB,Aaron Rodgers,NYJ,2024,11,0,1,00-0023459,0,IND,0.6428571428571429,Healthy,,415.0,-0.25,0.0,0.0,0.0,,,,0.0,0.0,43.0,0.0,0.0,0.0,0.5577000000000001,0.4667,
00-0024243,TE,Marcedes Lewis,CHI,2024,11,0,1,00-0039918,0,GB,0.30303030303030304,Healthy,,261.0,0.0,2.0,0.0,0.0,,,,0.0,120.0,0.0,2.0,0.0,0.0,0.5397,0.6364,
00-0026158,QB,Joe Flacco,IND,2024,11,0,0,00-0026158,0,NYJ,0.3571428571428571,Healthy,,406.0,-0.5,0.0,0.0,0.0,,,,0.0,0.0,25.0,0.0,0.0,0.0,0.48979999999999996,0.6154,
00-0026300,QB,Josh Johnson,BAL,2024,11,0,0,00-0034796,0,PIT,0.5918367346938775,Healthy,,242.0,2.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,0.0,0.4717,0.5556,
00-0028118,QB,Tyrod Taylor,NYJ,2024,11,0,1,00-0023459,0,IND,0.6428571428571429,Healthy,,415.0,,,,,,,,0.0,0.0,7.0,0.0,0.0,0.0,0.5577000000000001,0.4667,
00-0029263,QB,Russell Wilson,PIT,2024,11,0,1,00-0029263,0,BAL,0.40816326530612246,Healthy,,470.0,4.333333333333333,0.0,0.3333333333333333,0.0,,,,0.0,0.0,13.0,0.0,1.0,0.0,0.42310000000000003,0.44439999999999996,
00-0029604,QB,Kirk Cousins,ATL,2024,11,0,0,00-0029604,0,DEN,0.42553191489361697,Healthy,,300.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,-3.0,0.0,0.0,0.0,0.5763,0.5385,
00-0029892,RB,Kyle Juszczyk,SF,2024,11,0,1,00-0037834,0,SEA,0.7487437185929648,Healthy,,366.0,7.0,5.333333333333333,0.3333333333333333,0.0,,,,2.0,353.0,21.0,93.0,1.0,0.0,0.6071,0.6364,
00-0030061,TE,Zach Ertz,WAS,2024,11,0,0,00-0032268,0,PHI,0.37593984962406013,Healthy,,146.0,0.0,38.25,0.0,0.25,,,,,,0.0,381.0,0.0,1.0,0.65,0.5,
00-0030279,WR,Keenan Allen,CHI,2024,11,0,1,00-0039918,0,GB,0.30303030303030304,Healthy,,261.0,0.0,40.0,0.0,0.5,,,,0.0,120.0,0.0,241.0,0.0,2.0,0.5397,0.6364,
