player_id,player_name,team,season,week,rookie,home,touchdown,against,wp,report_status,yards_gained,rolling_yapg,rolling_rushing_yards,rolling_receiving_yards,rolling_rushing_touchdowns,rolling_receiving_touchdowns,prev_rushing_yards,prev_receiving_yards,prev_rushing_touchdowns,prev_receiving_touchdowns,prev_red_zone,rolling_red_zone,played
00-0038046,Charlie Kolar,BAL,2024,7,0,0,0,TB,0.6491228070175439,Healthy,508.0,508.0,1.0,47.0,0.0,0.5,2.0,112.0,0.0,1.0,0.45,0.6154,1.0
00-0038090,Skyy Moore,KC,2024,7,0,0,0,SF,0.4132231404958677,Healthy,329.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5254,0.6364,1.0
00-0038098,Pierre Strong,CLE,2024,7,0,1,0,CIN,0.3448275862068966,Healthy,338.0,338.0,22.5,17.5,0.0,0.0,56.0,74.0,0.0,0.0,0.5167,0.8,1.0
00-0038102,Kenny Pickett,PHI,2024,7,0,0,0,NYG,0.5833333333333333,Healthy,339.0,339.0,,,,,0.0,0.0,0.0,0.0,0.6102000000000001,0.8,1.0
00-0038104,Tyquan Thornton,NE,2024,7,0,0,0,JAX,0.25125628140703515,Healthy,295.0,295.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.5577000000000001,0.8181999999999999,
00-0038108,Bailey Zappe,CLE,2024,7,0,1,0,CIN,0.3448275862068966,Healthy,338.0,338.0,,,,,,,,,0.5167,0.8,
00-0038115,Daniel Bellinger,NYG,2024,7,0,1,0,PHI,0.4166666666666667,Healthy,119.0,119.0,0.0,17.0,0.0,0.0,0.0,31.0,0.0,0.0,0.65,0.5,1.0
00-0038117,Wan'Dale Robinson,NYG,2024,7,0,1,0,PHI,0.4166666666666667,Minor,119.0,119.0,1.0,54.5,0.0,0.25,18.0,303.0,0.0,2.0,0.65,0.5,1.0
00-0038120,Breece Hall,NYJ,2024,7,0,0,1,PIT,0.5833333333333333,Healthy,325.0,325.0,48.5,28.25,0.25,0.0,348.0,307.0,3.0,1.0,0.4717,0.5,1.0
00-0038122,Desmond Ridder,LV,2024,7,0,0,0,LA,0.21978021978021978,Healthy,317.0,317.0,,,,,,,,,0.5686,0.44439999999999996,
00-0038124,Christian Watson,GB,2024,7,0,1,0,HOU,0.6296296296296297,Minor,277.0,277.0,0.0,45.0,0.0,0.3333333333333333,-4.0,157.0,0.0,2.0,0.5574,0.6667000000000001,1.0
00-0038128,Malik Willis,GB,2024,7,0,1,0,HOU,0.6296296296296297,Healthy,277.0,277.0,73.0,0.0,1.0,0.0,114.0,0.0,1.0,0.0,0.5574,0.6667000000000001,
00-0038129,Cade Otton,TB,2024,7,0,1,0,BAL,0.3508771929824561,Healthy,483.0,483.0,0.0,39.5,0.0,0.25,-4.0,263.0,0.0,1.0,0.42310000000000003,0.7273000000000001,1.0
00-0038134,Kenneth Walker III,SEA,2024,7,0,0,1,ATL,0.38167938931297707,Questionable,339.0,339.0,43.666666666666664,43.333333333333336,1.3333333333333333,0.0,303.0,160.0,6.0,1.0,0.45280000000000004,0.625,1.0
00-0038145,Thomas Odukoya,TEN,2024,7,0,0,0,BUF,0.15748031496062997,Healthy,289.0,289.0,,,,,,,,,0.5536,0.3333,
00-0038359,Xavier Smith,LA,2024,7,0,1,0,LV,0.7802197802197802,Healthy,259.0,259.0,0.0,6.0,0.0,0.0,30.0,6.0,0.0,0.0,0.625,0.6364,1.0
00-0038389,Israel Abanikanda,NYJ,2024,7,0,0,0,PIT,0.5833333333333333,Healthy,325.0,325.0,,,,,,,,,0.4717,0.5,
00-0038393,Dontayvion Wicks,GB,2024,7,0,1,1,HOU,0.6296296296296297,Questionable,277.0,277.0,0.0,26.75,0.0,0.5,0.0,181.0,0.0,4.0,0.5574,0.6667000000000001,1.0
00-0038394,Will Mallory,IND,2024,7,0,1,0,MIA,0.6078431372549019,Healthy,284.0,284.0,0.0,3.5,0.0,0.0,0.0,12.0,0.0,0.0,0.6167,0.375,1.0
00-0038396,Eric Gray,NYG,2024,7,0,1,0,PHI,0.4166666666666667,Healthy,119.0,119.0,4.5,12.5,0.0,0.0,26.0,66.0,0.0,0.0,0.65,0.5,1.0
00-0038397,Evan Hull,IND,2024,7,0,1,0,MIA,0.6078431372549019,Healthy,284.0,284.0,,,,,,,,,0.6167,0.375,
00-0038400,Tanner McKee,PHI,2024,7,0,0,0,NYG,0.5833333333333333,Healthy,339.0,339.0,,,,,,,,,0.6102000000000001,0.8,
00-0038456,Travis Vokolek,ARI,2024,7,0,1,0,LAC,0.49504950495049505,Healthy,326.0,326.0,,,,,,,,,0.5294,0.6667000000000001,
00-0038465,Malik Heath,GB,2024,7,0,1,0,HOU,0.6296296296296297,Healthy,277.0,277.0,0.0,13.0,0.0,0.0,0.0,26.0,0.0,0.0,0.5574,0.6667000000000001,
00-0038476,Tommy DeVito,NYG,2024,7,0,1,0,PHI,0.4166666666666667,Healthy,119.0,119.0,,,,,,,,,0.65,0.5,
00-0038477,Bryce Ford-Wheaton,NYG,2024,7,0,1,0,PHI,0.4166666666666667,Minor,119.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.5,
00-0038488,Brady Russell,SEA,2024,7,0,0,0,ATL,0.38167938931297707,Healthy,339.0,339.0,,,,,,,,,0.45280000000000004,0.625,
00-0038496,Xavier Gipson,NYJ,2024,7,0,0,0,PIT,0.5833333333333333,Healthy,325.0,325.0,0.0,11.0,0.0,0.0,0.0,22.0,0.0,0.0,0.4717,0.5,
00-0038542,Bijan Robinson,ATL,2024,7,0,1,1,SEA,0.6183206106870229,Minor,385.0,385.0,53.75,23.25,0.75,0.0,483.0,201.0,4.0,0.0,0.6071,0.5455,1.0
00-0038543,Jaxon Smith-Njigba,SEA,2024,7,0,0,0,ATL,0.38167938931297707,Healthy,339.0,339.0,0.0,43.5,0.0,0.25,0.0,319.0,0.0,1.0,0.45280000000000004,0.625,1.0
00-0038544,Quentin Johnston,LAC,2024,7,0,0,0,ARI,0.504950495049505,Doubtful,395.0,395.0,1.0,31.5,0.0,0.75,4.0,164.0,0.0,3.0,0.6056,0.2727,
00-0038550,Hendon Hooker,DET,2024,7,0,0,0,MIN,0.45871559633027525,Healthy,391.0,391.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.54,0.7778,
00-0038551,Kendre Miller,NO,2024,7,0,1,0,DEN,0.44642857142857145,Healthy,271.0,271.0,,,,,36.0,1.0,0.0,0.0,0.5763,0.4286,1.0
00-0038555,Tank Bigsby,JAX,2024,7,0,1,1,NE,0.7487437185929648,Healthy,366.0,366.0,56.0,7.0,0.5,0.0,415.0,28.0,4.0,0.0,0.46149999999999997,0.7,1.0
00-0038558,Darnell Washington,PIT,2024,7,0,1,0,NYJ,0.4166666666666667,Healthy,409.0,409.0,0.0,15.0,0.0,0.0,0.0,91.0,0.0,1.0,0.48979999999999996,0.7273000000000001,1.0
00-0038559,Michael Wilson,ARI,2024,7,0,1,0,LAC,0.49504950495049505,Minor,326.0,326.0,0.0,50.25,0.0,0.25,0.0,252.0,0.0,2.0,0.5294,0.6667000000000001,1.0
00-0038563,Tre Tucker,LV,2024,7,0,0,0,LA,0.21978021978021978,Healthy,317.0,317.0,2.75,38.75,0.25,0.25,22.0,226.0,1.0,1.0,0.5686,0.44439999999999996,1.0
00-0038573,Derius Davis,LAC,2024,7,0,0,0,ARI,0.504950495049505,Questionable,395.0,395.0,11.0,4.0,0.0,0.0,31.0,8.0,0.0,0.0,0.6056,0.2727,
00-0038576,Charlie Jones,CIN,2024,7,0,0,1,CLE,0.6551724137931034,Healthy,223.0,223.0,,,,,0.0,5.0,0.0,0.0,0.7111,0.5,1.0
00-0038582,Clayton Tune,ARI,2024,7,0,1,0,LAC,0.49504950495049505,Healthy,326.0,326.0,,,,,-4.0,0.0,0.0,0.0,0.5294,0.6667000000000001,1.0
00-0038589,Josh Whyle,TEN,2024,7,0,0,0,BUF,0.15748031496062997,Healthy,289.0,289.0,0.0,15.75,0.0,0.0,0.0,97.0,0.0,0.0,0.5536,0.3333,1.0
00-0038597,Chase Brown,CIN,2024,7,0,0,0,CLE,0.6551724137931034,Healthy,223.0,223.0,60.25,9.5,0.75,0.25,327.0,59.0,3.0,1.0,0.7111,0.5,1.0
00-0038606,Parker Washington,JAX,2024,7,0,1,1,NE,0.7487437185929648,Healthy,366.0,366.0,0.0,18.0,0.0,0.0,0.0,21.0,0.0,0.0,0.46149999999999997,0.7,1.0
00-0038608,Kayshon Boutte,NE,2024,7,0,0,0,JAX,0.25125628140703515,Healthy,295.0,295.0,0.0,26.5,0.0,0.25,0.0,139.0,0.0,1.0,0.5577000000000001,0.8181999999999999,1.0
00-0038614,Scott Matlock,LAC,2024,7,0,0,0,ARI,0.504950495049505,Healthy,395.0,395.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.6056,0.2727,
00-0038618,Xavier Hutchinson,HOU,2024,7,0,0,0,GB,0.37037037037037035,Healthy,197.0,197.0,0.0,10.333333333333334,0.0,0.0,0.0,45.0,0.0,0.0,0.5397,0.5,1.0
00-0038619,Andrei Iosivas,CIN,2024,7,0,0,0,CLE,0.6551724137931034,Healthy,223.0,223.0,0.0,39.0,0.0,0.25,0.0,189.0,0.0,3.0,0.7111,0.5,1.0
00-0038621,Demario Douglas,NE,2024,7,0,0,0,JAX,0.25125628140703515,Minor,295.0,295.0,2.25,58.25,0.0,0.25,9.0,259.0,0.0,1.0,0.5577000000000001,0.8181999999999999,1.0
00-0038636,Kenny McIntosh,SEA,2024,7,0,0,0,ATL,0.38167938931297707,Minor,339.0,339.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.45280000000000004,0.625,
00-0038643,Brayden Willis,SF,2024,7,0,1,0,KC,0.5867768595041323,Healthy,310.0,310.0,,,,,,,,,0.5088,0.5714,
00-0038647,Ronnie Bell,SF,2024,7,0,1,0,KC,0.5867768595041323,Healthy,310.0,310.0,0.0,12.0,0.0,0.0,0.0,22.0,0.0,0.0,0.5088,0.5714,1.0
00-0038678,Jordan Mims,NO,2024,7,0,1,0,DEN,0.44642857142857145,Healthy,271.0,271.0,5.0,13.0,0.0,0.0,16.0,13.0,0.0,0.0,0.5763,0.4286,
00-0038685,Chris Brooks,GB,2024,7,0,1,0,HOU,0.6296296296296297,Healthy,277.0,277.0,12.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.5574,0.6667000000000001,
00-0038705,Emari Demercado,ARI,2024,7,0,1,0,LAC,0.49504950495049505,Healthy,326.0,326.0,14.0,9.75,0.0,0.0,116.0,65.0,0.0,0.0,0.5294,0.6667000000000001,1.0
00-0038720,Julian Hill,MIA,2024,7,0,0,0,IND,0.3921568627450981,Healthy,337.0,337.0,0.0,12.0,0.0,0.0,0.0,34.0,0.0,0.0,0.5577000000000001,0.5556,1.0
00-0038752,Jake Bobo,SEA,2024,7,0,0,0,ATL,0.38167938931297707,Healthy,339.0,339.0,0.0,17.0,0.0,0.0,0.0,66.0,0.0,0.0,0.45280000000000004,0.625,1.0
00-0038783,Nate Adkins,DEN,2024,7,0,0,0,NO,0.5535714285714286,Healthy,389.0,389.0,0.0,4.75,0.0,0.0,0.0,19.0,0.0,0.0,0.5106,0.5333,
00-0038794,Jaleel McLaughlin,DEN,2024,7,0,0,0,NO,0.5535714285714286,Healthy,389.0,389.0,20.75,6.75,0.25,0.25,151.0,28.0,1.0,1.0,0.5106,0.5333,1.0
00-0038797,Emanuel Wilson,GB,2024,7,0,1,0,HOU,0.6296296296296297,Healthy,277.0,277.0,38.75,11.25,0.0,0.25,221.0,47.0,0.0,1.0,0.5574,0.6667000000000001,1.0
00-0038809,Ben Sims,GB,2024,7,0,1,0,HOU,0.6296296296296297,Healthy,277.0,277.0,0.0,38.0,0.0,0.0,0.0,40.0,0.0,0.0,0.5574,0.6667000000000001,1.0
00-0038920,John Shenker,LV,2024,7,0,0,0,LA,0.21978021978021978,Healthy,317.0,317.0,,,,,,,,,0.5686,0.44439999999999996,
00-0038933,Dalton Kincaid,BUF,2024,7,0,1,0,TEN,0.84251968503937,Minor,389.0,389.0,0.0,43.25,0.0,0.25,0.0,269.0,0.0,1.0,0.377,0.6,1.0
00-0038935,Brenton Strange,JAX,2024,7,0,1,0,NE,0.7487437185929648,Healthy,366.0,366.0,0.0,16.5,0.0,0.5,0.0,131.0,0.0,2.0,0.46149999999999997,0.7,
00-0038938,Jalin Hyatt,NYG,2024,7,0,1,0,PHI,0.4166666666666667,Healthy,119.0,119.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.65,0.5,1.0
00-0038951,Sean Tucker,TB,2024,7,0,1,0,BAL,0.3508771929824561,Healthy,483.0,483.0,47.666666666666664,23.333333333333332,0.3333333333333333,0.3333333333333333,172.0,79.0,1.0,1.0,0.42310000000000003,0.7273000000000001,1.0
00-0038976,Marvin Mims Jr.,DEN,2024,7,0,0,0,NO,0.5535714285714286,Healthy,389.0,389.0,5.666666666666667,5.333333333333333,0.0,0.0,17.0,44.0,0.0,0.0,0.5106,0.5333,1.0
00-0038977,Tank Dell,HOU,2024,7,0,0,0,GB,0.37037037037037035,Healthy,197.0,197.0,-1.6666666666666667,52.333333333333336,0.0,0.3333333333333333,30.0,194.0,0.0,1.0,0.5397,0.5,1.0
00-0038979,Cedric Tillman,CLE,2024,7,0,1,0,CIN,0.3448275862068966,Healthy,338.0,338.0,-2.5,2.0,0.0,0.0,-5.0,90.0,0.0,0.0,0.5167,0.8,1.0
00-0038994,Jordan Addison,MIN,2024,7,0,1,0,DET,0.5412844036697247,Healthy,383.0,383.0,3.5,54.0,0.5,0.5,7.0,209.0,1.0,1.0,0.6563,0.4286,1.0
00-0038996,Tucker Kraft,GB,2024,7,0,1,1,HOU,0.6296296296296297,Minor,277.0,277.0,0.5,44.5,0.0,0.75,2.0,264.0,0.0,4.0,0.5574,0.6667000000000001,1.0
00-0038997,Josh Downs,IND,2024,7,0,1,0,MIA,0.6078431372549019,Questionable,284.0,284.0,-0.25,59.75,0.0,0.5,-1.0,242.0,0.0,2.0,0.6167,0.375,1.0
00-0038998,Jake Haener,NO,2024,7,0,1,0,DEN,0.44642857142857145,Healthy,271.0,271.0,11.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.5763,0.4286,1.0
00-0039040,De'Von Achane,MIA,2024,7,0,0,0,IND,0.3921568627450981,Minor,337.0,337.0,39.75,27.5,0.0,0.25,260.0,194.0,1.0,1.0,0.5577000000000001,0.5556,1.0
00-0039041,Elijah Higgins,ARI,2024,7,0,1,0,LAC,0.49504950495049505,Healthy,326.0,326.0,0.0,8.333333333333334,0.0,0.3333333333333333,0.0,56.0,0.0,2.0,0.5294,0.6667000000000001,1.0
00-0039052,Trey Palmer,TB,2024,7,0,1,0,BAL,0.3508771929824561,Questionable,483.0,483.0,0.0,13.0,0.0,0.5,0.0,61.0,0.0,1.0,0.42310000000000003,0.7273000000000001,1.0
00-0039062,Jonathan Mingo,CAR,2024,7,0,0,0,WAS,0.15748031496062997,Healthy,180.0,180.0,0.5,20.0,0.0,0.0,5.0,121.0,0.0,0.0,0.5667,0.7143,
00-0039064,Zay Flowers,BAL,2024,7,0,0,0,TB,0.6491228070175439,Healthy,508.0,508.0,3.5,68.25,0.0,0.0,47.0,412.0,0.0,1.0,0.45,0.6154,1.0
00-0039065,Sam LaPorta,DET,2024,7,0,0,0,MIN,0.45871559633027525,Healthy,391.0,391.0,0.0,38.5,0.0,0.25,0.0,224.0,0.0,1.0,0.54,0.7778,1.0
00-0039074,Davis Allen,LA,2024,7,0,1,0,LV,0.7802197802197802,Healthy,259.0,259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.6364,
00-0039107,Stetson Bennett,LA,2024,7,0,1,0,LV,0.7802197802197802,Healthy,259.0,259.0,,,,,,,,,0.625,0.6364,
00-0039139,Jahmyr Gibbs,DET,2024,7,0,0,1,MIN,0.45871559633027525,Healthy,391.0,391.0,77.0,12.5,0.5,0.0,464.0,128.0,5.0,0.0,0.54,0.7778,1.0
00-0039146,Jayden Reed,GB,2024,7,0,1,0,HOU,0.6296296296296297,Minor,277.0,277.0,10.0,73.75,0.0,0.5,110.0,452.0,1.0,3.0,0.5574,0.6667000000000001,1.0
00-0039150,Bryce Young,CAR,2024,7,0,0,0,WAS,0.15748031496062997,Healthy,180.0,180.0,8.0,0.0,0.0,0.0,26.0,0.0,1.0,0.0,0.5667,0.7143,1.0
00-0039152,Will Levis,TEN,2024,7,0,0,0,BUF,0.15748031496062997,Questionable,289.0,289.0,17.5,0.0,0.0,0.0,106.0,0.0,0.0,0.0,0.5536,0.3333,
00-0039163,C.J. Stroud,HOU,2024,7,0,0,0,GB,0.37037037037037035,Healthy,197.0,197.0,15.75,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.5397,0.5,1.0
00-0039164,Anthony Richardson,IND,2024,7,0,1,0,MIA,0.6078431372549019,Minor,284.0,284.0,24.0,0.0,0.0,0.0,197.0,0.0,1.0,0.0,0.6167,0.375,1.0
00-0039165,Zach Charbonnet,SEA,2024,7,0,0,0,ATL,0.38167938931297707,Healthy,339.0,339.0,34.25,22.25,0.5,0.0,206.0,144.0,3.0,1.0,0.45280000000000004,0.625,1.0
00-0039236,Johnny Wilson,PHI,2024,7,1,0,0,NYG,0.5833333333333333,Healthy,339.0,339.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,0.6102000000000001,0.8,
00-0039244,Chris Collier,BAL,2024,7,1,0,0,TB,0.6491228070175439,Healthy,508.0,508.0,,,,,,,,,0.45,0.6154,
00-0039306,Dee Williams,SEA,2024,7,1,0,0,ATL,0.38167938931297707,Healthy,339.0,339.0,,,,,,,,,0.45280000000000004,0.625,
00-0039308,TaMerik Williams,SEA,2024,7,1,0,0,ATL,0.38167938931297707,Healthy,339.0,339.0,,,,,,,,,0.45280000000000004,0.625,
00-0039325,Carson Steele,KC,2024,7,1,0,0,SF,0.4132231404958677,Healthy,329.0,329.0,28.5,0.5,0.0,0.0,134.0,2.0,0.0,0.0,0.5254,0.6364,1.0
00-0039337,Malik Nabers,NYG,2024,7,1,1,0,PHI,0.4166666666666667,Minor,119.0,119.0,0.0,96.5,0.0,1.0,0.0,427.0,0.0,3.0,0.65,0.5,1.0
00-0039338,Brock Bowers,LV,2024,7,1,0,0,LA,0.21978021978021978,Healthy,317.0,317.0,3.0,57.0,0.0,0.25,12.0,477.0,0.0,1.0,0.5686,0.44439999999999996,1.0
00-0039342,Xavier Legette,CAR,2024,7,1,0,0,WAS,0.15748031496062997,Healthy,180.0,180.0,2.5,34.75,0.0,0.5,16.0,177.0,0.0,2.0,0.5667,0.7143,1.0
00-0039355,Luke McCaffrey,WAS,2024,7,1,1,0,CAR,0.84251968503937,Healthy,421.0,421.0,0.0,21.25,0.0,0.0,0.0,103.0,0.0,0.0,0.6315999999999999,0.5556,
00-0039356,Ja'Tavion Sanders,CAR,2024,7,1,0,0,WAS,0.15748031496062997,Healthy,180.0,180.0,0.0,19.5,0.0,0.0,0.0,151.0,0.0,0.0,0.5667,0.7143,1.0
00-0039359,Cade Stover,HOU,2024,7,1,0,0,GB,0.37037037037037035,Healthy,197.0,197.0,0.0,11.0,0.0,0.0,0.0,66.0,0.0,0.0,0.5397,0.5,1.0
00-0039361,Bucky Irving,TB,2024,7,1,1,1,BAL,0.3508771929824561,Healthy,483.0,483.0,61.0,14.0,0.5,0.0,351.0,124.0,3.0,0.0,0.42310000000000003,0.7273000000000001,1.0
00-0039363,Isaac Guerendo,SF,2024,7,1,1,0,KC,0.5867768595041323,Healthy,310.0,310.0,35.0,0.0,0.0,0.0,142.0,5.0,0.0,0.0,0.5088,0.5714,1.0
00-0039364,Sione Vaki,DET,2024,7,1,0,0,MIN,0.45871559633027525,Healthy,391.0,391.0,2.5,8.5,0.0,0.0,5.0,17.0,0.0,0.0,0.54,0.7778,
00-0039365,Jacob Cowing,SF,2024,7,1,1,0,KC,0.5867768595041323,Healthy,310.0,310.0,,,,,0.0,50.0,0.0,0.0,0.5088,0.5714,1.0
00-0039373,Audric Estimé,DEN,2024,7,1,0,0,NO,0.5535714285714286,Healthy,389.0,389.0,13.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.5106,0.5333,1.0
00-0039376,Spencer Rattler,NO,2024,7,1,1,0,DEN,0.44642857142857145,Healthy,271.0,271.0,27.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.5763,0.4286,1.0
00-0039379,Jamari Thrash,CLE,2024,7,1,1,0,CIN,0.3448275862068966,Healthy,338.0,338.0,,,,,,,,,0.5167,0.8,
00-0039384,Tyrone Tracy Jr.,NYG,2024,7,1,1,0,PHI,0.4166666666666667,Healthy,119.0,119.0,51.0,23.5,0.25,0.0,231.0,108.0,1.0,0.0,0.65,0.5,1.0
00-0039386,Bub Means,NO,2024,7,1,1,0,DEN,0.44642857142857145,Minor,271.0,271.0,0.0,45.0,0.0,1.0,0.0,82.0,0.0,1.0,0.5763,0.4286,1.0
00-0039391,Kimani Vidal,LAC,2024,7,1,0,0,ARI,0.504950495049505,Healthy,395.0,395.0,11.0,40.0,0.0,1.0,21.0,49.0,0.0,1.0,0.6056,0.2727,1.0
00-0039392,Jha'Quan Jackson,TEN,2024,7,1,0,0,BUF,0.15748031496062997,Healthy,289.0,289.0,,,,,,,,,0.5536,0.3333,
00-0039393,Jase McClellan,ATL,2024,7,1,1,0,SEA,0.6183206106870229,Healthy,385.0,385.0,,,,,17.0,0.0,0.0,0.0,0.6071,0.5455,1.0
00-0039394,Casey Washington,ATL,2024,7,1,1,0,SEA,0.6183206106870229,Healthy,385.0,385.0,,,,,0.0,14.0,0.0,0.0,0.6071,0.5455,1.0
00-0039398,Joe Milton III,NE,2024,7,1,0,0,JAX,0.25125628140703515,Healthy,295.0,295.0,,,,,,,,,0.5577000000000001,0.8181999999999999,
00-0039399,Tanner McLachlan,CIN,2024,7,1,0,0,CLE,0.6551724137931034,Healthy,223.0,223.0,,,,,,,,,0.7111,0.5,
00-0039407,Dylan Laube,LV,2024,7,1,0,0,LA,0.21978021978021978,Healthy,317.0,317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5686,0.44439999999999996,
00-0039415,Brenden Rice,LAC,2024,7,1,0,0,ARI,0.504950495049505,Healthy,395.0,395.0,,,,,,,,,0.6056,0.2727,
00-0039420,Jaheim Bell,NE,2024,7,1,0,0,JAX,0.25125628140703515,Healthy,295.0,295.0,,,,,,,,,0.5577000000000001,0.8181999999999999,
00-0039424,Devaughn Vele,DEN,2024,7,1,0,0,NO,0.5535714285714286,Healthy,389.0,389.0,0.0,78.0,0.0,0.0,0.0,137.0,0.0,0.0,0.5106,0.5333,1.0
00-0039451,Isaiah Williams,DET,2024,7,1,0,0,MIN,0.45871559633027525,Healthy,391.0,391.0,,,,,,,,,0.54,0.7778,
00-0039482,Gavin Hardison,MIA,2024,7,1,0,0,IND,0.3921568627450981,Healthy,337.0,337.0,,,,,,,,,0.5577000000000001,0.5556,
00-0039491,Jalen Coker,CAR,2024,7,1,0,0,WAS,0.15748031496062997,Healthy,180.0,180.0,0.0,32.666666666666664,0.0,0.0,0.0,108.0,0.0,0.0,0.5667,0.7143,1.0
00-0039521,Xavier Weaver,ARI,2024,7,1,1,0,LAC,0.49504950495049505,Healthy,326.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5294,0.6667000000000001,
00-0039574,Dylan Leonard,DEN,2024,7,1,0,0,NO,0.5535714285714286,Healthy,389.0,389.0,,,,,,,,,0.5106,0.5333,
00-0039613,Dallin Holker,NO,2024,7,1,1,0,DEN,0.44642857142857145,Healthy,271.0,271.0,,,,,,,,,0.5763,0.4286,
00-0039614,Jermaine Jackson,NO,2024,7,1,1,0,DEN,0.44642857142857145,Healthy,271.0,271.0,,,,,,,,,0.5763,0.4286,
00-0039623,Mason Tipton,NO,2024,7,1,1,0,DEN,0.44642857142857145,Healthy,271.0,271.0,0.0,8.5,0.0,0.0,0.0,85.0,0.0,0.0,0.5763,0.4286,1.0
00-0039648,David Martin-Robinson,TEN,2024,7,1,0,0,BUF,0.15748031496062997,Healthy,289.0,289.0,,,,,,,,,0.5536,0.3333,
00-0039686,Colson Yankoff,WAS,2024,7,1,1,0,CAR,0.84251968503937,Healthy,421.0,421.0,,,,,,,,,0.6315999999999999,0.5556,
00-0039703,Cody Schrader,LA,2024,7,1,1,0,LV,0.7802197802197802,Healthy,259.0,259.0,,,,,,,,,0.625,0.6364,
00-0039732,Bo Nix,DEN,2024,7,1,0,0,NO,0.5535714285714286,Healthy,389.0,389.0,30.0,0.0,0.5,0.0,255.0,0.0,3.0,0.0,0.5106,0.5333,1.0
00-0039737,Tip Reiman,ARI,2024,7,1,1,0,LAC,0.49504950495049505,Healthy,326.0,326.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.5294,0.6667000000000001,1.0
00-0039738,Blake Corum,LA,2024,7,1,1,0,LV,0.7802197802197802,Healthy,259.0,259.0,26.5,4.0,0.0,0.0,64.0,8.0,0.0,0.0,0.625,0.6364,1.0
00-0039739,Roman Wilson,PIT,2024,7,1,1,0,NYJ,0.4166666666666667,Questionable,409.0,409.0,,,,,,,,,0.48979999999999996,0.7273000000000001,
00-0039746,Will Shipley,PHI,2024,7,1,0,0,NYG,0.5833333333333333,Healthy,339.0,339.0,,,,,15.0,0.0,0.0,0.0,0.6102000000000001,0.8,1.0
00-0039751,Jordan Whittington,LA,2024,7,1,1,0,LV,0.7802197802197802,Questionable,259.0,259.0,0.0,50.25,0.0,0.0,0.0,201.0,0.0,0.0,0.625,0.6364,
00-0039754,Devin Culp,TB,2024,7,1,1,0,BAL,0.3508771929824561,Healthy,483.0,483.0,,,,,,,,,0.42310000000000003,0.7273000000000001,
00-0039792,Devontez Walker,BAL,2024,7,1,0,0,TB,0.6491228070175439,Healthy,508.0,508.0,,,,,,,,,0.45,0.6154,
00-0039793,AJ Barner,SEA,2024,7,1,0,0,ATL,0.38167938931297707,Healthy,339.0,339.0,0.0,16.5,0.0,0.25,0.0,71.0,0.0,1.0,0.45280000000000004,0.625,1.0
00-0039794,Braelon Allen,NYJ,2024,7,1,0,0,PIT,0.5833333333333333,Healthy,325.0,325.0,27.5,10.0,0.0,0.0,155.0,74.0,1.0,1.0,0.4717,0.5,1.0
00-0039798,Isaiah Davis,NYJ,2024,7,1,0,0,PIT,0.5833333333333333,Healthy,325.0,325.0,6.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.4717,0.5,1.0
00-0039810,Jermaine Burton,CIN,2024,7,1,0,0,CLE,0.6551724137931034,Healthy,223.0,223.0,,,,,0.0,47.0,0.0,0.0,0.7111,0.5,
00-0039814,Erick All,CIN,2024,7,1,0,0,CLE,0.6551724137931034,Healthy,223.0,223.0,0.0,17.5,0.0,0.0,0.0,102.0,0.0,0.0,0.7111,0.5,1.0
00-0039816,Anthony Gould,IND,2024,7,1,1,0,MIA,0.6078431372549019,Healthy,284.0,284.0,,,,,,,,,0.6167,0.375,
00-0039824,Jared Wiley,KC,2024,7,1,0,0,SF,0.4132231404958677,Healthy,329.0,329.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.5254,0.6364,
00-0039847,Theo Johnson,NYG,2024,7,1,1,0,PHI,0.4166666666666667,Healthy,119.0,119.0,0.0,24.25,0.0,0.0,0.0,115.0,0.0,0.0,0.65,0.5,
00-0039849,Marvin Harrison Jr.,ARI,2024,7,1,1,0,LAC,0.49504950495049505,Minor,326.0,326.0,0.0,36.25,0.0,0.5,0.0,300.0,0.0,4.0,0.5294,0.6667000000000001,1.0
